47,39,45,13,2,4,6
30,49,2,6,32,4,1
44,7,22,16,36,3,4
39,12,1,23,7,4,3
5,29,48,20,12,7,9
49,1,45,32,23,10,5
4,25,49,34,14,9,4
35,41,6,30,27,5,4
28,45,7,34,12,6,3
22,35,12,20,21,4,10
25,31,49,38,50,5,10
8,14,30,23,45,1,9
31,2,30,45,3,8,6
3,24,12,37,38,3,7
24,30,39,10,19,4,2
49,39,14,23,20,10,4
17,40,31,3,34,2,1
34,2,30,45,35,1,2
44,9,6,43,31,6,9
44,39,8,12,13,4,9
15,19,20,45,49,8,7
34,21,24,47,26,6,4
21,48,17,49,41,8,4
22,33,21,47,3,9,2
29,21,24,30,50,1,5
35,10,46,18,32,10,3
19,18,15,41,42,6,4
20,44,42,7,35,7,3
4,49,20,21,2,9,10
6,41,38,44,11,9,10
46,8,30,3,48,1,3
47,32,45,49,31,9,7
36,31,40,45,42,7,9
50,1,48,15,34,10,6
38,18,26,25,35,6,5
45,41,20,37,27,1,7
42,40,41,8,23,10,2
8,20,7,38,35,9,5
10,35,12,36,43,5,2
50,47,38,26,8,3,7
27,33,20,46,35,9,5
29,15,7,19,5,8,3
19,3,42,10,9,1,7
1,11,17,38,6,8,4
43,47,18,37,21,3,1
16,30,14,21,37,8,4
31,22,50,43,44,9,1
42,15,24,9,4,8,9
24,20,49,44,15,9,7
19,2,11,1,47,7,2
29,45,4,30,31,7,1
24,7,19,18,16,1,6
26,25,14,21,16,10,8
30,24,31,1,47,7,9
26,21,24,5,8,5,4
6,45,47,38,29,2,3
24,35,28,48,25,8,4
2,9,36,47,23,9,2
49,35,6,39,12,9,4
25,3,32,10,43,3,1
38,31,24,40,19,10,7
20,34,49,16,3,10,2
30,24,26,4,14,10,9
16,42,31,4,21,6,4
18,22,35,41,36,3,4
46,28,22,31,17,5,10
45,13,15,18,39,5,6
8,46,32,34,49,3,5
5,42,33,17,27,9,10
44,18,19,33,38,4,10
9,48,32,12,28,7,8
26,50,42,31,6,2,9
32,12,44,49,15,5,7
40,3,18,8,13,6,10
8,16,42,46,5,2,10
49,33,35,24,46,9,5
28,36,4,43,7,1,6
24,6,9,18,3,7,2
26,25,8,48,38,6,9
12,2,43,44,32,3,4
4,17,21,15,23,6,7
25,31,12,4,8,8,7
40,50,43,2,22,8,3
43,33,42,40,13,9,7
13,46,34,14,21,5,2
38,7,45,24,2,5,8
47,18,30,9,48,4,6
16,35,33,24,43,6,7
21,9,5,7,1,3,10
39,5,22,13,36,9,10
14,21,19,30,32,7,4
15,46,40,31,35,8,3
